STAFF,Profit Center,Employee Position,Employee Location,People Group,Employee Category,Current Status,Total Hours,Total Available Hours,Total Work Hours,Total Leave Hours,Total Training Hours,Total BD Hours,Total NC Hours,Total Utilization%,No.of Working Years
1,PC - 2,Level 7,Location 7,Client Service Staff,Resigned,0,2088,1790.0,1642.01,264.0,34.0,0.0,284.99,0.9173240223463687,4.832405867334716
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,2088.0,1968.0,0.0,0.0,0.0,120.0,0.9425287356321839,4.832405867334716
1,PC - 4,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1768.0,1577.0,316.0,4.0,0.0,292.0,0.8919683257918553,4.750268657125061
1,PC - 4,Level 8,Location 7,Client Service Staff,Resigned,1,808,752.0,568.0,48.0,8.0,36.0,176.0,0.7553191489361702,3.170496314092692
1,PC - 2,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1798.0,1641.0,264.0,26.0,0.0,246.0,0.9126807563959956,4.750268657125061
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1776.0,1484.0,285.0,27.0,0.0,311.0,0.8355855855855856,4.750268657125061
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1837.34,1654.34,208.0,42.66,0.0,227.0,0.9003994905678862,4.750268657125061
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1827.0,1144.0,248.0,13.0,0.0,687.0,0.6261631089217297,4.750268657125061
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1393.5,1300.0,692.0,2.5,0.0,293.5,0.932902762827413,4.750268657125061
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1948.0,1445.0,136.0,4.0,0.0,925.0,0.7417864476386037,4.750268657125061
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1938.0,1753.0,136.0,14.0,0.0,311.5,0.9045407636738906,4.750268657125061
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1808.0,1795.0,280.0,0.0,0.0,13.0,0.9928097345132744,4.750268657125061
1,PC - 3,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1607.0,1919.0,420.0,61.0,0.0,11.5,1.194150591163659,4.750268657125061
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1899.5,1295.0,176.0,12.5,16.0,852.5,0.6817583574624901,4.750268657125061
1,PC - 1,Level 7,Location 3,Client Service Staff,Resigned,1,920,829.0,672.0,88.0,3.0,152.0,32.0,0.8106151990349819,3.252633524302347
1,PC - 3,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1734.5,1737.0,340.0,13.5,0.0,21.5,1.0014413375612568,4.750268657125061
1,PC - 3,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,1435.0,1317.0,640.0,13.0,62.0,96.0,0.9177700348432056,4.750268657125061
1,PC - 4,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,1920.0,1914.0,160.0,8.0,0.0,86.0,0.996875,4.750268657125061
1,PC - 1,Level 8,Location 3,Client Service Staff,Resigned,1,1168,1104.0,493.0,64.0,0.0,0.0,619.0,0.44655797101449274,3.337508641518991
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1864.0,1755.0,208.0,16.0,0.0,196.0,0.9415236051502146,4.750268657125061
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1808.5,1935.5,256.0,23.5,0.0,16.5,1.0702239424937794,4.750268657125061
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1912.0,1936.0,176.0,0.0,0.0,56.0,1.0125523012552302,4.665393539908417
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1827.5,1864.0,240.0,20.5,0.0,35.5,1.0199726402188782,4.665393539908417
1,PC - 2,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1498.5,1192.0,512.0,77.5,0.0,402.5,0.7954621287954621,4.665393539908417
1,PC - 3,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1804.5,1571.0,264.0,19.5,0.0,248.5,0.8706012745912995,4.665393539908417
1,PC - 3,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,2014.0,238.0,72.0,2.0,0.0,1786.0,0.11817279046673287,4.665393539908417
1,PC - 3,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1853.0,978.0,196.0,39.0,0.0,915.0,0.5277927684835402,4.665393539908417
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,2006.0,1982.0,80.0,2.0,0.0,80.0,0.9880358923230309,4.665393539908417
1,PC - 4,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1748.5,1273.0,252.0,87.5,228.0,322.5,0.728052616528453,4.665393539908417
1,PC - 3,Level A1,Location 1,Client Service Staff,Confirmed Staff,0,2088,1719.5,944.0,344.0,24.5,775.5,0.0,0.5489968013957546,4.665393539908417
1,PC - 2,Level 5,Location 7,Client Service Staff,Confirmed Staff,0,2088,1887.0,1763.0,132.0,69.0,0.0,188.0,0.9342872284048754,4.665393539908417
1,PC - 3,Level 7,Location 1,Support Staff,Resigned,0,1920,600.0,0.0,1320.0,0.0,0.0,240.0,0.0,4.665393539908417
1,PC - 4,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1753.5,1504.0,244.0,90.5,286.5,139.0,0.8577131451382949,4.580518422691774
1,PC - 4,Level 5,Location 1,Client Service Staff,Resigned,1,648,604.0,278.0,40.0,4.0,0.0,326.0,0.4602649006622517,2.833733752233105
1,PC - 3,Level 7,Location 1,Client Service Staff,Resigned,1,1048,512.0,496.0,536.0,0.0,0.0,16.0,0.96875,3.0007460796594043
1,PC - 4,Level 6,Location 3,Client Service Staff,Resigned,1,1064,976.0,960.0,88.0,0.0,0.0,40.0,0.9836065573770492,3.085621196876048
1,PC - 4,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1805.0,1860.0,216.0,67.0,0.0,56.0,1.0304709141274238,4.498381212482118
1,PC - 4,Level 6,Location 1,Client Service Staff,Resigned,1,808,742.0,58.0,56.0,10.0,0.0,684.0,0.07816711590296496,2.918608869449749
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,893.0,315.0,1192.0,3.0,0.0,579.0,0.3527435610302352,4.4135060952654745
1,PC - 1,Level A1,Location 3,Client Service Staff,Confirmed Staff,0,2088,1879.0,1286.0,208.0,1.0,304.0,297.0,0.6844065992549229,4.4135060952654745
1,PC - 4,Level 8,Location 7,Client Service Staff,Resigned,1,888,745.0,700.0,84.0,59.0,0.0,96.0,0.9395973154362416,2.9158709624427606
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1816.0,1624.0,256.0,16.0,0.0,200.0,0.8942731277533039,4.4135060952654745
1,PC - 3,Level 6,Other Loc,Client Service Staff,others,0,688,619.5,152.0,64.0,4.5,0.0,467.5,0.2453591606133979,4.331368885055819
1,PC - 4,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1854.5,1591.0,232.0,1.5,0.0,283.0,0.8579131841466703,4.331368885055819
1,PC - 4,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,2072.0,2080.0,16.0,0.0,0.0,280.0,1.0038610038610039,4.331368885055819
1,PC - 1,Level 7,Location 3,Client Service Staff,Resigned,0,2088,2024.0,1904.0,64.0,0.0,104.0,16.0,0.9407114624505929,4.331368885055819
1,PC - 4,Level 8,Location 3,Client Service Staff,Resigned,1,576,576.0,280.0,0.0,0.0,0.0,328.0,0.4861111111111111,2.6667214248068065
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,866.3399999999999,448.0,1216.0,5.66,0.0,418.34,0.5171179906272365,4.246493767839175
1,PC - 3,Level 7,Other Loc,Client Service Staff,Resigned,1,680,562.0,278.0,116.0,2.0,0.0,324.0,0.49466192170818507,2.5818463075901628
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1908.5,2171.0,160.0,19.5,0.0,31.5,1.1375425727010742,4.246493767839175
1,PC - 1,Level 5,Location 3,Client Service Staff,Confirmed Staff,0,2088,1956.0,1501.0,132.0,0.0,16.0,439.0,0.7673824130879345,4.246493767839175
1,PC - 2,Level 6,Location 7,Client Service Staff,Resigned,1,1936,1562.5,1277.0,336.0,37.5,0.0,353.0,0.81728,3.162282593071726
1,PC - 4,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1908.0,1816.0,176.0,4.0,0.0,340.0,0.9517819706498952,4.161618650622532
1,PC - 4,Level 6,Location 7,Client Service Staff,Resigned,1,1728,1587.5,1192.0,96.0,44.5,0.0,480.0,0.7508661417322835,3.0007460796594043
1,PC - 2,Level 5,Location 7,Client Service Staff,Resigned,1,168,160.0,8.0,8.0,0.0,152.0,0.0,0.05,2.245083745730576
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1730.5,1718.5,352.0,5.5,0.0,20.0,0.9930655879803525,4.246493767839175
1,PC - 2,Level 7,Other Loc,Client Service Staff,Resigned,1,1768,1643.0,1784.0,104.0,21.0,0.0,93.0,1.0858186244674377,3.0774074758550825
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1897.5,1994.0,168.0,22.5,0.0,331.5,1.0508563899868248,4.084957254426853
1,PC - 3,Level A1,Location 1,Support Staff,Confirmed Staff,0,2088,1896.0,0.0,192.0,0.0,0.0,1905.0,0.0,4.084957254426853
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1824.0,1804.0,248.0,16.0,264.0,16.0,0.9890350877192983,4.000082137210209
1,PC - 1,Level A1,Location 3,Client Service Staff,Confirmed Staff,0,2088,1936.0,858.0,120.0,32.0,1078.0,8.0,0.4431818181818182,4.000082137210209
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1856.5,1856.0,208.0,23.5,0.0,264.5,0.9997306760032318,4.000082137210209
1,PC - 4,Level 7,Other Loc,Client Service Staff,Resigned,1,912,840.0,523.0,72.0,0.0,0.0,342.0,0.6226190476190476,2.502447004387496
1,PC - 3,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1827.0,1640.5,240.0,21.0,144.0,280.0,0.89792008757526,4.000082137210209
1,PC - 4,Level 8,Other Loc,Client Service Staff,others,0,1048,874.0,804.0,174.0,0.0,0.0,94.0,0.919908466819222,3.9179449270005544
1,PC - 4,Level 8,Location 3,Client Service Staff,Resigned,0,2088,2008.0,2048.0,80.0,0.0,0.0,304.0,1.0199203187250996,3.8330698097839107
1,PC - 2,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1841.5,1781.0,204.0,42.5,54.0,124.0,0.9671463480857996,3.7509325995742553
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1770.0,1839.0,296.0,22.0,0.0,56.0,1.0389830508474576,3.7509325995742553
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1802.5,1757.5,256.0,29.5,0.0,173.5,0.9750346740638003,3.7509325995742553
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1767.5,1362.0,280.0,40.5,0.0,421.5,0.7705799151343706,3.7509325995742553
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1805.0,1749.0,283.0,0.0,0.0,144.0,0.9689750692520775,3.7509325995742553
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1936.0,1932.0,152.0,0.0,0.0,158.0,0.9979338842975206,3.7509325995742553
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1798.0,1267.0,232.0,58.0,0.0,547.0,0.7046718576195773,3.7509325995742553
1,PC - 4,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1935.0,1913.0,152.0,1.0,0.0,88.0,0.9886304909560724,3.7509325995742553
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1666.0,1689.5,400.0,22.0,0.0,165.5,1.0141056422569028,3.7509325995742553
1,PC - 2,Level 7,Location 7,Client Service Staff,Resigned,1,1968,1708.0,696.0,248.0,12.0,0.0,1057.0,0.40749414519906324,2.7515965420234503
1,PC - 2,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1691.5,1752.0,328.0,68.5,8.0,5.0,1.0357670706473545,3.7509325995742553
1,PC - 4,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,1392,1288.0,504.0,104.0,0.0,0.0,792.0,0.391304347826087,3.7509325995742553
1,PC - 3,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1737.0,1756.0,336.0,15.0,0.0,0.0,1.0109383995394359,3.7509325995742553
1,PC - 3,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1854.5,2017.0,208.0,25.5,0.0,309.5,1.0876246966837422,3.7509325995742553
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1795.5,1696.0,280.0,12.5,0.0,255.5,0.9445836814257866,3.7509325995742553
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1877.5,1655.5,208.0,2.5,0.0,230.0,0.8817576564580559,3.7509325995742553
1,PC - 4,Level A1,Location 3,Client Service Staff,Confirmed Staff,0,2088,1852.5,366.0,208.0,27.5,1478.5,16.0,0.19757085020242915,3.7509325995742553
1,PC - 1,Level 8,Location 3,Client Service Staff,Resigned,1,1992,1772.0,1256.0,200.0,20.0,0.0,614.0,0.708803611738149,2.7515965420234503
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1646.0,1593.0,400.0,42.0,0.0,517.0,0.9678007290400972,3.7509325995742553
1,PC - 3,Level 8,Location 1,Client Service Staff,Resigned,1,2088,1750.0,1610.0,296.0,42.0,32.0,217.5,0.92,2.7515965420234503
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1964.0,1510.0,120.0,4.0,0.0,328.0,0.7688391038696538,3.7509325995742553
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1872.0,1843.0,200.0,16.0,0.0,170.0,0.9845085470085471,3.7509325995742553
1,PC - 3,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1884.0,1548.0,184.0,20.0,0.0,385.0,0.821656050955414,3.7509325995742553
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1850.0,1602.0,224.0,14.0,0.0,392.0,0.865945945945946,3.7509325995742553
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1762.0,1776.0,312.0,14.0,0.0,0.0,1.0079455164585698,3.7509325995742553
1,PC - 3,Level 8,Other Loc,Client Service Staff,Resigned,1,528,512.0,432.0,8.0,8.0,0.0,80.0,0.84375,2.0862851393252426
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1816.5,1996.0,248.0,23.5,0.0,22.0,1.0988164051747866,3.7509325995742553
1,PC - 2,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1856.0,1856.0,200.0,32.0,0.0,280.0,1.0,3.7509325995742553
1,PC - 2,Level 7,Location 7,Client Service Staff,Resigned,0,2088,1701.5,1723.5,304.0,82.5,0.0,137.5,1.0129297678518954,3.7509325995742553
1,PC - 2,Level 8,Location 7,Client Service Staff,Resigned,1,800,780.0,720.0,16.0,4.0,0.0,68.0,0.9230769230769231,2.1711602565418864
1,PC - 2,Level 8,Location 7,Client Service Staff,Resigned,1,328,296.0,152.0,24.0,8.0,0.0,160.0,0.5135135135135135,1.919272811898944
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1706.0,869.0,368.0,14.0,0.0,1138.0,0.5093786635404455,3.7509325995742553
1,PC - 1,Level 8,Location 3,Client Service Staff,Resigned,1,480,480.0,437.0,0.0,0.0,0.0,51.0,0.9104166666666667,2.001410022108599
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1917.5,1752.0,168.0,2.5,0.0,208.0,0.9136897001303781,3.7509325995742553
1,PC - 4,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1716.0,1638.0,368.0,4.0,0.0,196.0,0.9545454545454546,3.6660574823576115
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1922.0,1851.0,160.0,6.0,0.0,282.0,0.9630593132154006,3.5811823651409678
1,PC - 3,Level 8,Location 1,Client Service Staff,Resigned,1,272,248.0,246.0,24.0,0.0,0.0,24.0,0.9919354838709677,1.7495225774656564
1,PC - 2,Level 7,Other Loc,Client Service Staff,Resigned,1,1480,1392.0,1204.0,80.0,8.0,0.0,220.0,0.8649425287356322,2.2532974667515417
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1908.0,1169.0,180.0,0.0,0.0,859.0,0.6126834381551363,3.499045154931313
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1920.5,786.0,160.0,7.5,0.0,1134.5,0.4092684196823744,3.499045154931313
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1827.5,1849.0,256.0,4.5,0.0,112.0,1.011764705882353,3.499045154931313
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1880.0,1720.0,200.0,8.0,0.0,160.0,0.9148936170212766,3.499045154931313
1,PC - 4,Level 8,Location 7,Client Service Staff,Resigned,1,768,652.0,622.0,56.0,60.0,0.0,124.0,0.9539877300613497,1.919272811898944
1,PC - 2,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1856.0,1659.0,184.0,48.0,146.0,128.0,0.8938577586206896,3.414170037714669
1,PC - 4,Level 6,Location 3,Client Service Staff,Resigned,1,1600,1352.0,1056.0,248.0,0.0,40.0,264.0,0.7810650887573964,2.2532974667515417
1,PC - 2,Level 7,Other Loc,Client Service Staff,Resigned,1,176,176.0,8.0,0.0,0.0,0.0,200.0,0.045454545454545456,1.5825102500393573
1,PC - 4,Level 8,Location 3,Client Service Staff,Resigned,1,1288,1144.0,496.0,144.0,0.0,0.0,656.0,0.43356643356643354,2.0835472323182542
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1771.5,676.0,312.0,4.5,0.0,1119.5,0.3815975162291843,3.3320328275050137
1,PC - 4,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1797.0,1762.0,280.0,11.0,0.0,79.0,0.9805230940456316,3.3320328275050137
1,PC - 4,Level 6,Location 3,Client Service Staff,Resigned,1,1584,1440.0,968.0,144.0,0.0,0.0,496.0,0.6722222222222223,2.1711602565418864
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1688.0,1858.0,344.0,56.0,0.0,120.0,1.1007109004739337,3.3320328275050137
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1800.0,1612.0,280.0,8.0,24.0,180.0,0.8955555555555555,3.3320328275050137
1,PC - 3,Level A1,Location 1,Client Service Staff,Confirmed Staff,0,2088,1875.5,311.0,208.0,4.5,0.0,1580.5,0.16582244734737403,3.3320328275050137
1,PC - 4,Level 8,Location 1,Client Service Staff,Resigned,1,368,368.0,368.0,0.0,0.0,0.0,0.0,1.0,1.5825102500393573
1,PC - 1,Level A1,Location 3,Client Service Staff,Confirmed Staff,0,2088,1888.0,1169.0,168.0,32.0,263.0,480.0,0.6191737288135594,3.3320328275050137
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1763.0,1661.0,272.0,53.0,0.0,144.0,0.9421440726035167,3.3320328275050137
1,PC - 3,Level 7,Location 1,Client Service Staff,Resigned,0,2088,1879.5,746.0,204.0,4.5,0.0,1149.5,0.39691407289172653,3.3320328275050137
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,2048.0,1920.5,40.0,0.0,0.0,165.5,0.937744140625,3.24715771028837
1,PC - 3,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,1912.0,729.0,172.0,4.0,515.0,679.5,0.38127615062761505,3.24715771028837
1,PC - 2,Level A1,Location 7,Client Service Staff,Confirmed Staff,0,2088,1913.0,711.5,111.0,64.0,1265.5,12.0,0.3719289074751699,3.24715771028837
1,PC - 2,Level 8,Location 7,Client Service Staff,Resigned,1,648,608.0,32.0,40.0,0.0,0.0,576.0,0.05263157894736842,1.5825102500393573
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1722.0,1292.0,353.0,13.0,0.0,638.0,0.7502903600464577,3.24715771028837
1,PC - 4,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,2009.0,1725.0,60.0,19.0,0.0,368.0,0.858636137381782,3.24715771028837
1,PC - 4,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1988.0,1744.0,96.0,4.0,0.0,204.0,0.8772635814889336,3.162282593071726
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1140.5,922.0,928.0,19.5,8.0,317.5,0.8084173608066637,3.162282593071726
1,PC - 2,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1816.0,1849.0,240.0,32.0,4.0,123.0,1.0181718061674008,3.162282593071726
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1832.0,1769.0,232.0,24.0,0.0,88.0,0.9656113537117904,3.162282593071726
1,PC - 3,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,1925.5,939.0,144.0,18.5,0.0,1162.5,0.48766554141781354,3.162282593071726
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1757.5,1624.0,304.0,26.5,0.0,176.5,0.9240398293029872,3.162282593071726
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1896.5,1408.0,168.0,23.5,0.0,549.5,0.7424202478249406,3.162282593071726
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1728.0,1365.0,352.0,8.0,0.0,363.0,0.7899305555555556,3.162282593071726
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1872.0,2130.0,208.0,8.0,0.0,107.0,1.1378205128205128,3.162282593071726
1,PC - 1,Level A1,Location 3,Client Service Staff,Confirmed Staff,0,2088,1927.0,608.0,152.0,9.0,1199.0,120.0,0.31551634665282824,3.162282593071726
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1760.0,1600.0,248.0,80.0,0.0,238.0,0.9090909090909091,3.162282593071726
1,PC - 2,Level 5,Location 7,Client Service Staff,Resigned,1,1488,1408.0,460.0,32.0,48.0,4.0,968.0,0.32670454545454547,1.9165349048919553
1,PC - 2,Level 6,Location 7,Client Service Staff,Resigned,1,928,776.0,688.0,136.0,16.0,0.0,88.0,0.8865979381443299,1.6646474602490127
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1815.0,1562.0,248.0,25.0,0.0,375.0,0.8606060606060606,3.162282593071726
1,PC - 4,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1842.7,1925.0,192.0,53.3,4.0,24.0,1.0446627231779453,3.162282593071726
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1865.5,1539.0,208.0,14.5,0.0,782.5,0.8249798981506299,3.085621196876048
1,PC - 4,Level 7,Location 1,Client Service Staff,Resigned,1,1408,1304.0,1304.0,104.0,0.0,0.0,64.0,1.0,1.8398735086962772
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1912.5,1921.0,160.0,15.5,0.0,11.5,1.0044444444444445,3.085621196876048
1,PC - 4,Level A1,Location 3,Client Service Staff,Confirmed Staff,0,2088,1891.0,124.0,184.0,13.0,1460.5,314.5,0.06557377049180328,3.085621196876048
1,PC - 4,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1904.0,1559.0,184.0,0.0,0.0,361.0,0.8188025210084033,3.085621196876048
1,PC - 2,Level 5,Location 7,Client Service Staff,Resigned,1,1528,1374.5,318.0,136.0,17.5,0.0,1085.5,0.23135685703892325,1.8398735086962772
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1809.5,1882.0,232.0,46.5,0.0,206.0,1.0400663166620614,3.085621196876048
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1760.0,1801.0,316.0,12.0,0.0,-28.5,1.0232954545454545,3.085621196876048
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1968.0,1952.0,120.0,0.0,0.0,16.0,0.991869918699187,3.085621196876048
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1837.0,1767.0,240.0,11.0,0.0,174.0,0.9618943930321175,3.085621196876048
1,PC - 3,Level 6,Location 1,Client Service Staff,Resigned,1,1904,1687.0,1432.0,216.0,1.0,0.0,431.0,0.8488441019561351,1.9165349048919553
1,PC - 4,Level 7,Location 1,Client Service Staff,Resigned,1,1368,1216.0,1016.0,152.0,0.0,0.0,360.0,0.8355263157894737,1.6701232742629897
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1856.0,1056.0,224.0,8.0,0.0,744.0,0.5689655172413793,3.0007460796594043
1,PC - 4,Level 8,Location 3,Client Service Staff,Resigned,1,864,832.0,280.0,32.0,0.0,0.0,576.0,0.33653846153846156,1.4209737366270354
1,PC - 4,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1920.0,1912.0,168.0,0.0,0.0,240.0,0.9958333333333333,3.0007460796594043
1,PC - 3,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1748.5,1983.5,256.0,83.5,0.0,0.0,1.13440091507006,3.0007460796594043
1,PC - 1,Level 8,Location 3,Client Service Staff,Resigned,1,448,408.0,216.0,40.0,0.0,0.0,192.0,0.5294117647058824,1.251223502193748
1,PC - 2,Level 6,Location 7,Client Service Staff,Resigned,1,80,80.0,40.0,0.0,0.0,0.0,80.0,0.5,1.084211174767449
1,PC - 4,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1980.0,1431.0,104.0,4.0,0.0,632.0,0.7227272727272728,3.0007460796594043
1,PC - 4,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1974.5,1820.0,104.0,9.5,0.0,438.0,0.9217523423651557,3.0007460796594043
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1844.0,1345.0,184.0,60.0,60.0,504.0,0.7293926247288504,3.0007460796594043
1,PC - 3,Level A1,Location 1,Client Service Staff,others,0,2088,1843.0,459.0,192.0,53.0,1388.5,20.5,0.2490504612045578,2.918608869449749
1,PC - 2,Level 5,Location 7,Client Service Staff,Confirmed Staff,0,2088,1757.7,8.0,272.0,58.3,1762.0,16.0,0.004551402400864766,2.918608869449749
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1806.0,1664.0,264.0,18.0,0.0,160.0,0.9213732004429679,2.918608869449749
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1801.5,1369.0,232.0,54.5,0.0,452.0,0.7599222869830696,2.918608869449749
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1960.0,1654.0,128.0,0.0,0.0,472.0,0.8438775510204082,2.918608869449749
